! CMT, S5085, 19027456, 23.4.5/2
! Date: 4/27/2026 3:09:16 PM
! Stimulus(Hz),    S11(dB),           S21(dB),           S12(dB),           S22(dB),           S11(°),            S21(°),            S12(°),            S22(SWR)
4.65562233732E+04,-1.18670946495E-02,-4.64381728162E+01,-4.63722915802E+01,-4.05568820430E+00,-1.75791574297E+02,-8.58216306145E+01,-8.61346236774E+01,+4.36085239964E+00
4.65814069436E+04,-1.15686630499E-02,-4.62695035464E+01,-4.63983498416E+01,-4.05142960851E+00,-1.75784158948E+02,-8.52452083876E+01,-8.58764513420E+01,+4.36527390265E+00
4.66066041366E+04,-1.38510685934E-02,-4.65619057289E+01,-4.63922327177E+01,-4.04960334569E+00,-1.75778535876E+02,-8.61559929130E+01,-8.58317518473E+01,+4.36717292745E+00
4.66318149594E+04,-1.62094534721E-02,-4.65313153144E+01,-4.64619860300E+01,-4.05212044366E+00,-1.75784425211E+02,-8.56504156977E+01,-8.60190550026E+01,+4.36455599752E+00
4.66570394194E+04,-1.75645573350E-02,-4.64184177403E+01,-4.64666149214E+01,-4.04873218909E+00,-1.75809722332E+02,-8.65756296397E+01,-8.57728148051E+01,+4.36807940710E+00
4.66822775241E+04,-1.34738371073E-02,-4.64135752483E+01,-4.63994167351E+01,-4.05555649711E+00,-1.75785252498E+02,-8.61717279869E+01,-8.54232498990E+01,+4.36098900345E+00
4.67075292807E+04,-1.51483479579E-02,-4.64384954261E+01,-4.64340227822E+01,-4.05420052747E+00,-1.75832758211E+02,-8.63059990138E+01,-8.55842088079E+01,+4.36239591090E+00
4.67327946968E+04,-1.81537825901E-02,-4.61680609486E+01,-4.64593279734E+01,-4.05384318091E+00,-1.75817701291E+02,-8.54663218142E+01,-8.59220107052E+01,+4.36276684094E+00
4.67580737796E+04,-1.29331956266E-02,-4.65655573418E+01,-4.65307394204E+01,-4.05211076784E+00,-1.75812662715E+02,-8.51558805561E+01,-8.55581834888E+01,+4.36456605076E+00
4.67833665366E+04,-1.58101643418E-02,-4.63695633046E+01,-4.64399458893E+01,-4.05023439864E+00,-1.75833112753E+02,-8.61322918803E+01,-8.57360505397E+01,+4.36651653494E+00
4.68086729752E+04,-1.97994068135E-02,-4.63876068500E+01,-4.65163968507E+01,-4.05280936363E+00,-1.75862724481E+02,-8.67057426520E+01,-8.55882008104E+01,+4.36384033075E+00
4.68339931027E+04,-1.50208212045E-02,-4.65218122233E+01,-4.64305054795E+01,-4.05288093793E+00,-1.75828767227E+02,-8.53381225421E+01,-8.56175439460E+01,+4.36376599184E+00
4.68593269266E+04,-1.30929661714E-02,-4.64774168498E+01,-4.64835482364E+01,-4.05279639551E+00,-1.75832959288E+02,-8.62496977220E+01,-8.56153590621E+01,+4.36385380006E+00
4.68846744543E+04,-1.53081904420E-02,-4.65660995767E+01,-4.65269083503E+01,-4.05239747343E+00,-1.75843182765E+02,-8.43683319744E+01,-8.55488399022E+01,+4.36426818250E+00
4.69100356931E+04,-1.47219912191E-02,-4.65038478110E+01,-4.64786166989E+01,-4.05210169546E+00,-1.75854882858E+02,-8.59954421605E+01,-8.55021420626E+01,+4.36457547707E+00
4.69354106506E+04,-1.44811770652E-02,-4.64536816749E+01,-4.65444146852E+01,-4.05099557731E+00,-1.75854175115E+02,-8.51036089179E+01,-8.53978865042E+01,+4.36572506861E+00
4.69607993341E+04,-1.21483126423E-02,-4.66550736601E+01,-4.64726833579E+01,-4.05133208304E+00,-1.75832618355E+02,-8.53423394039E+01,-8.51022388239E+01,+4.36537526967E+00
4.69862017510E+04,-1.59103296358E-02,-4.65262671475E+01,-4.64642166203E+01,-4.05021160834E+00,-1.75865016636E+02,-8.54920621679E+01,-8.54703049999E+01,+4.36654023675E+00
4.70116179089E+04,-1.15591424492E-02,-4.64830931194E+01,-4.65551940086E+01,-4.05577356179E+00,-1.75848767379E+02,-8.54154955848E+01,-8.52067335979E+01,+4.36076387354E+00
4.70370478150E+04,-1.33524594684E-02,-4.65588380004E+01,-4.65342426110E+01,-4.05148104933E+00,-1.75846050004E+02,-8.54441417003E+01,-8.51898280198E+01,+4.36522043756E+00
4.70624914769E+04,-1.24144404382E-02,-4.65652595672E+01,-4.65665922637E+01,-4.05038694549E+00,-1.75861128320E+02,-8.52577535520E+01,-8.55980984089E+01,+4.36635789391E+00
4.70879489020E+04,-1.33095120608E-02,-4.64685216570E+01,-4.65610462546E+01,-4.05259347193E+00,-1.75874089013E+02,-8.56503131900E+01,-8.53285158661E+01,+4.36406457763E+00
4.71134200977E+04,-1.58126526743E-02,-4.65845638152E+01,-4.65389672943E+01,-4.05027850583E+00,-1.75888312297E+02,-8.49628850221E+01,-8.51047351834E+01,+4.36647066444E+00
4.71389050715E+04,-1.48202772581E-02,-4.65377584661E+01,-4.65080110925E+01,-4.04903810775E+00,-1.75844744247E+02,-8.55662403409E+01,-8.51372001812E+01,+4.36776103902E+00
4.71644038309E+04,-1.44987753433E-02,-4.65083754986E+01,-4.65796655481E+01,-4.05063294987E+00,-1.75857115438E+02,-8.67454910591E+01,-8.51409161989E+01,+4.36610208741E+00
4.71899163832E+04,-1.48356307823E-02,-4.66629264917E+01,-4.65598967585E+01,-4.05082680804E+00,-1.75891368646E+02,-8.60965912728E+01,-8.46390438282E+01,+4.36590052716E+00
4.72154427361E+04,-1.73519184542E-02,-4.63557481536E+01,-4.65803224041E+01,-4.05265054625E+00,-1.75880041940E+02,-8.46159425227E+01,-8.48985486314E+01,+4.36400529212E+00
4.72409828968E+04,-1.78885147384E-02,-4.66732495670E+01,-4.65876677625E+01,-4.05008707795E+00,-1.75892243246E+02,-8.47770601959E+01,-8.47849040399E+01,+4.36666975257E+00
4.72665368729E+04,-1.79395130565E-02,-4.65412032594E+01,-4.65776415169E+01,-4.04949112473E+00,-1.75871845935E+02,-8.47064058749E+01,-8.49767710080E+01,+4.36728967639E+00
4.72921046719E+04,-1.44132852641E-02,-4.67559970916E+01,-4.66426429335E+01,-4.05204145327E+00,-1.75895317482E+02,-8.45651455027E+01,-8.51615554596E+01,+4.36463807048E+00
4.73176863012E+04,-1.30341820041E-02,-4.66985000901E+01,-4.66566654536E+01,-4.05327765001E+00,-1.75898687796E+02,-8.44665047169E+01,-8.49070770760E+01,+4.36335400490E+00
4.73432817683E+04,-1.53746254012E-02,-4.67514150273E+01,-4.66248361682E+01,-4.05095236389E+00,-1.75903390558E+02,-8.48050874548E+01,-8.48392531006E+01,+4.36576999341E+00
4.73688910808E+04,-1.45321099980E-02,-4.65679950995E+01,-4.65711443482E+01,-4.04850581856E+00,-1.75906395309E+02,-8.46877749873E+01,-8.50967572001E+01,+4.36831502136E+00
4.73945142460E+04,-1.46742561941E-02,-4.64495435481E+01,-4.66719821876E+01,-4.04837254279E+00,-1.75913362255E+02,-8.51261062986E+01,-8.50661435190E+01,+4.36845375192E+00
4.74201512716E+04,-1.36667642676E-02,-4.65275769396E+01,-4.66441669267E+01,-4.04887862570E+00,-1.75907724738E+02,-8.38760100721E+01,-8.46950342519E+01,+4.36792700512E+00
4.74458021649E+04,-1.59169780712E-02,-4.67373753939E+01,-4.66098025691E+01,-4.04854704291E+00,-1.75888423030E+02,-8.47396675100E+01,-8.48990211238E+01,+4.36827211163E+00
4.74714669335E+04,-1.17100304020E-02,-4.68107155698E+01,-4.66522148955E+01,-4.04988195701E+00,-1.75900541854E+02,-8.54090052135E+01,-8.47422356153E+01,+4.36688310299E+00
4.74971455850E+04,-1.72980972148E-02,-4.66139845224E+01,-4.66989498016E+01,-4.05023086421E+00,-1.75929989232E+02,-8.49972077475E+01,-8.47196680980E+01,+4.36652021071E+00
4.75228381267E+04,-2.00096955700E-02,-4.66782577590E+01,-4.66219996299E+01,-4.05270062776E+00,-1.75915660402E+02,-8.43084361311E+01,-8.45671103605E+01,+4.36395327175E+00
4.75485445662E+04,-1.41550500966E-02,-4.66943331622E+01,-4.66402354990E+01,-4.04729002616E+00,-1.75938974823E+02,-8.49758217070E+01,-8.45627599000E+01,+4.36958091905E+00
4.75742649111E+04,-1.58015848439E-02,-4.66586483639E+01,-4.66594326108E+01,-4.05049261037E+00,-1.75906428962E+02,-8.40600214887E+01,-8.47166737990E+01,+4.36624801490E+00
4.75999991688E+04,-1.59528204763E-02,-4.66911540641E+01,-4.66684115498E+01,-4.05116626272E+00,-1.75956830313E+02,-8.45199459402E+01,-8.48116385426E+01,+4.36554763311E+00
4.76257473469E+04,-1.58470852881E-02,-4.64534544331E+01,-4.67128011019E+01,-4.04628356316E+00,-1.75948216562E+02,-8.37572469862E+01,-8.46451520036E+01,+4.37062944638E+00
4.76515094530E+04,-1.50678698338E-02,-4.66288657377E+01,-4.66830961151E+01,-4.04790330001E+00,-1.75943917531E+02,-8.50714305465E+01,-8.43137574675E+01,+4.36894227417E+00
4.76772854944E+04,-1.67154057847E-02,-4.66684470518E+01,-4.67236067200E+01,-4.04550170831E+00,-1.75944540837E+02,-8.52860932897E+01,-8.46140859639E+01,+4.37144434479E+00
4.77030754789E+04,-1.94196088188E-02,-4.68114792609E+01,-4.66650019384E+01,-4.04599725334E+00,-1.75947397545E+02,-8.33985505572E+01,-8.46716177267E+01,+4.37092781932E+00
4.77288794139E+04,-1.29279651014E-02,-4.67299004600E+01,-4.67032480831E+01,-4.04648429156E+00,-1.75947065996E+02,-8.39364603346E+01,-8.40391033808E+01,+4.37042028630E+00
4.77546973069E+04,-1.36668789457E-02,-4.66829995773E+01,-4.67266953444E+01,-4.04840150842E+00,-1.75963998889E+02,-8.40479380262E+01,-8.44109184261E+01,+4.36842359997E+00
4.77805291656E+04,-1.34178866489E-02,-4.66152116217E+01,-4.67567821776E+01,-4.04772578247E+00,-1.75948376919E+02,-8.43712993314E+01,-8.44275137856E+01,+4.36912711532E+00
4.78063749975E+04,-1.49708434974E-02,-4.67801866860E+01,-4.67232014213E+01,-4.04700891833E+00,-1.75983907327E+02,-8.33718357101E+01,-8.40442739423E+01,+4.36987372213E+00
4.78322348101E+04,-1.66912681179E-02,-4.67661282635E+01,-4.67594889763E+01,-4.04542066347E+00,-1.75959469774E+02,-8.35846375996E+01,-8.41646970154E+01,+4.37152883317E+00
4.78581086110E+04,-1.28491848834E-02,-4.66804445943E+01,-4.67111044050E+01,-4.04908852560E+00,-1.75954248115E+02,-8.43119865590E+01,-8.45686809530E+01,+4.36770857412E+00
4.78839964078E+04,-1.57686626413E-02,-4.65775000134E+01,-4.68353049883E+01,-4.04743953189E+00,-1.75961057695E+02,-8.45842156055E+01,-8.44746073012E+01,+4.36942521014E+00
4.79098982080E+04,-1.58930799792E-02,-4.68443861026E+01,-4.68087456061E+01,-4.04533319850E+00,-1.75971466353E+02,-8.49372902702E+01,-8.42339362576E+01,+4.37162001833E+00
4.79358140192E+04,-1.41804240625E-02,-4.68590087456E+01,-4.67496989777E+01,-4.04583948467E+00,-1.75966931233E+02,-8.41354392420E+01,-8.43454764486E+01,+4.37109225364E+00
4.79617438490E+04,-1.99959826988E-02,-4.68703837480E+01,-4.67924105964E+01,-4.04850480691E+00,-1.75965742602E+02,-8.43494686028E+01,-8.44330506106E+01,+4.36831607438E+00
4.79876877050E+04,-1.74225261044E-02,-4.67779546643E+01,-4.68061955422E+01,-4.04678706300E+00,-1.75974149686E+02,-8.26189652901E+01,-8.38730577333E+01,+4.37010483679E+00
4.80136455947E+04,-1.01323631889E-02,-4.67500591732E+01,-4.67811993041E+01,-4.04628754039E+00,-1.76015922028E+02,-8.36188179199E+01,-8.41505090234E+01,+4.37062530188E+00
4.80396175258E+04,-1.23660924223E-02,-4.68568648202E+01,-4.68087123068E+01,-4.04497337061E+00,-1.75988254940E+02,-8.30503264395E+01,-8.36656627546E+01,+4.37199519322E+00
4.80656035059E+04,-1.20303244434E-02,-4.68212069385E+01,-4.68029361425E+01,-4.04682014153E+00,-1.75973638822E+02,-8.53413500946E+01,-8.38789746414E+01,+4.37007037607E+00
4.80916035425E+04,-1.67253066812E-02,-4.67729559601E+01,-4.68677109997E+01,-4.04588682101E+00,-1.75989098668E+02,-8.45667028600E+01,-8.42175229798E+01,+4.37104291599E+00
4.81176176432E+04,-1.54590596744E-02,-4.67354871267E+01,-4.68404319708E+01,-4.04507842446E+00,-1.75981307668E+02,-8.34296417317E+01,-8.41501834349E+01,+4.37188565170E+00
4.81436458157E+04,-1.90187146762E-02,-4.68755246634E+01,-4.68224891196E+01,-4.04551821740E+00,-1.76011978736E+02,-8.35239444042E+01,-8.34800346354E+01,+4.37142713466E+00
4.81696880676E+04,-1.10552644078E-02,-4.68358431304E+01,-4.68529779033E+01,-4.04365310235E+00,-1.76058563264E+02,-8.37791038440E+01,-8.41069180201E+01,+4.37337235439E+00
4.81957444065E+04,-1.37558904829E-02,-4.67392585250E+01,-4.68203901576E+01,-4.04675531857E+00,-1.75981807813E+02,-8.45931056661E+01,-8.36405413400E+01,+4.37013790822E+00
4.82218148399E+04,-1.38844590965E-02,-4.69454113036E+01,-4.68842316377E+01,-4.04766125389E+00,-1.75987616128E+02,-8.38232243922E+01,-8.35218530081E+01,+4.36919431017E+00
4.82478993756E+04,-1.45177870635E-02,-4.68350264495E+01,-4.68677250878E+01,-4.04433171887E+00,-1.76012861078E+02,-8.36455106005E+01,-8.34880440379E+01,+4.37266438065E+00
4.82739980212E+04,-1.00927149094E-02,-4.68492687246E+01,-4.68354432706E+01,-4.04410130174E+00,-1.76016019508E+02,-8.37238227555E+01,-8.37559485976E+01,+4.37290473860E+00
4.83001107842E+04,-1.57387603331E-02,-4.66866862238E+01,-4.68378659257E+01,-4.04247441686E+00,-1.76039553733E+02,-8.38486489981E+01,-8.33129067874E+01,+4.37460260544E+00
4.83262376724E+04,-1.30445679305E-02,-4.68687153023E+01,-4.68566856746E+01,-4.04402646319E+00,-1.75990717561E+02,-8.38597049795E+01,-8.39514258649E+01,+4.37298281188E+00
4.83523786934E+04,-1.61793884736E-02,-4.66562830015E+01,-4.68855083513E+01,-4.04454359148E+00,-1.75999620980E+02,-8.38378759561E+01,-8.33864256064E+01,+4.37244339188E+00
4.83785338547E+04,-1.65384582715E-02,-4.69417762427E+01,-4.68649626208E+01,-4.04351108179E+00,-1.76031139541E+02,-8.30239098118E+01,-8.39629155915E+01,+4.37352054943E+00
4.84047031641E+04,-1.24043565151E-02,-4.68715575431E+01,-4.68693055419E+01,-4.04616809729E+00,-1.76033915826E+02,-8.40696984767E+01,-8.32737912402E+01,+4.37074977201E+00
4.84308866293E+04,-1.24288997041E-02,-4.68310350198E+01,-4.69178199416E+01,-4.04450973195E+00,-1.76044455418E+02,-8.27442208215E+01,-8.36014020409E+01,+4.37247870669E+00
4.84570842578E+04,-1.61413947816E-02,-4.67678983298E+01,-4.69030719034E+01,-4.04077463697E+00,-1.76078211000E+02,-8.36758204203E+01,-8.30886912778E+01,+4.37637803446E+00
4.84832960573E+04,-1.68180544386E-02,-4.69841396282E+01,-4.69138743350E+01,-4.04295235949E+00,-1.76055166953E+02,-8.31604790151E+01,-8.34496460313E+01,+4.37410366558E+00
4.85095220356E+04,-1.30226496499E-02,-4.68091696234E+01,-4.68998504354E+01,-4.04179042035E+00,-1.76073320326E+02,-8.39794792241E+01,-8.34336887355E+01,+4.37531686061E+00
4.85357622002E+04,-1.31887446406E-02,-4.69765334922E+01,-4.69333814391E+01,-4.04368454878E+00,-1.76039446760E+02,-8.30574553745E+01,-8.34669251707E+01,+4.37333954224E+00
4.85620165588E+04,-1.29134337230E-02,-4.68208318071E+01,-4.69045182925E+01,-4.04381447985E+00,-1.76073230817E+02,-8.31568812485E+01,-8.30320223808E+01,+4.37320397371E+00
4.85882851192E+04,-1.81962967714E-02,-4.68078196366E+01,-4.69018309613E+01,-4.03992011589E+00,-1.76069644633E+02,-8.38736061526E+01,-8.30708916767E+01,+4.37727116069E+00
4.86145678890E+04,-1.41164543627E-02,-4.69019153841E+01,-4.69363125358E+01,-4.04201967633E+00,-1.76051208195E+02,-8.28012269745E+01,-8.28648616763E+01,+4.37507743537E+00
4.86408648758E+04,-1.54351882723E-02,-4.67247493784E+01,-4.69606923365E+01,-4.03908023571E+00,-1.76054995366E+02,-8.31384583873E+01,-8.37369106765E+01,+4.37814935945E+00
4.86671760875E+04,-1.40427861890E-02,-4.69745320171E+01,-4.69092941498E+01,-4.04338452831E+00,-1.76059114186E+02,-8.18033916259E+01,-8.25394277631E+01,+4.37365261388E+00
4.86935015316E+04,-1.10915451613E-02,-4.68442470119E+01,-4.69417778620E+01,-4.04545160761E+00,-1.76073675343E+02,-8.31857496767E+01,-8.29400424136E+01,+4.37149657383E+00
4.87198412159E+04,-1.52258347206E-02,-4.68063355877E+01,-4.69101278795E+01,-4.04442496853E+00,-1.76073007997E+02,-8.45177182606E+01,-8.28602528424E+01,+4.37256711587E+00
4.87461951481E+04,-1.63740887907E-02,-4.70342102721E+01,-4.70098680941E+01,-4.04389294806E+00,-1.76080067723E+02,-8.23238370960E+01,-8.30563103235E+01,+4.37312210523E+00
4.87725633358E+04,-1.36475542796E-02,-4.68067494332E+01,-4.69203377531E+01,-4.04215679708E+00,-1.76069638499E+02,-8.33460575628E+01,-8.31427866889E+01,+4.37493424549E+00
4.87989457869E+04,-1.13730926859E-02,-4.71239812406E+01,-4.69755515730E+01,-4.04107159524E+00,-1.76080074839E+02,-8.22962557375E+01,-8.33916909168E+01,+4.37606775038E+00
4.88253425089E+04,-9.89563327124E-03,-4.70521395047E+01,-4.69774839294E+01,-4.04304298669E+00,-1.76069112410E+02,-8.32680480871E+01,-8.25272614173E+01,+4.37400907044E+00
4.88517535097E+04,-1.61983856396E-02,-4.69994625450E+01,-4.69961861412E+01,-4.04175273739E+00,-1.76092427783E+02,-8.25923588793E+01,-8.31130817501E+01,+4.37535621773E+00
4.88781787969E+04,-1.02534691028E-02,-4.71663117266E+01,-4.69792711147E+01,-4.04070121287E+00,-1.76092913097E+02,-8.35736755153E+01,-8.30314610538E+01,+4.37645476058E+00
4.89046183784E+04,-1.13360656071E-02,-4.71879003283E+01,-4.70251666726E+01,-4.04104397514E+00,-1.76091536239E+02,-8.24137560181E+01,-8.25940612496E+01,+4.37609660796E+00
4.89310722617E+04,-1.22099625349E-02,-4.69687421556E+01,-4.70422205901E+01,-4.04088220992E+00,-1.76115048554E+02,-8.35386813723E+01,-8.27939207308E+01,+4.37626562888E+00
4.89575404547E+04,-1.19894999680E-02,-4.70324209161E+01,-4.69802861569E+01,-4.04319898881E+00,-1.76100662686E+02,-8.30820103536E+01,-8.25322726458E+01,+4.37384624819E+00
4.89840229651E+04,-1.37562558000E-02,-4.68192692566E+01,-4.70345385247E+01,-4.04340489339E+00,-1.76103735968E+02,-8.43168760699E+01,-8.27568201295E+01,+4.37363136140E+00
4.90105198006E+04,-1.60128161568E-02,-4.68871803290E+01,-4.70525620847E+01,-4.04068671771E+00,-1.76107494693E+02,-8.28901649760E+01,-8.26041234371E+01,+4.37646990795E+00
4.90370309689E+04,-1.48629525917E-02,-4.69112463871E+01,-4.70219548799E+01,-4.04075817318E+00,-1.76087373438E+02,-8.24736484899E+01,-8.24449270997E+01,+4.37639523841E+00
4.90635564780E+04,-1.51023144739E-02,-4.69441805292E+01,-4.70776454743E+01,-4.03816229690E+00,-1.76142352213E+02,-8.19693494573E+01,-8.22944008339E+01,+4.37910960349E+00
4.90900963354E+04,-1.26547910444E-02,-4.69846258780E+01,-4.70641445988E+01,-4.03981562345E+00,-1.76115498869E+02,-8.19916236730E+01,-8.26092908637E+01,+4.37738040024E+00
4.91166505490E+04,-1.59803276195E-02,-4.73487019903E+01,-4.71477614740E+01,-4.03999430534E+00,-1.76117291976E+02,-8.02787477813E+01,-8.19796995935E+01,+4.37719360430E+00
4.91432191265E+04,-1.35036437321E-02,-4.70695109456E+01,-4.71167246201E+01,-4.03775132310E+00,-1.76105861338E+02,-8.22928912325E+01,-8.26024983461E+01,+4.37953966195E+00
4.91698020757E+04,-1.24524481046E-02,-4.69121745842E+01,-4.69535187677E+01,-4.04086991596E+00,-1.76130635591E+02,-8.13024284822E+01,-8.23773884066E+01,+4.37627847483E+00
4.91963994043E+04,-1.17553724929E-02,-4.71024410939E+01,-4.71283864129E+01,-4.03930991869E+00,-1.76135015542E+02,-8.12060381289E+01,-8.23121902206E+01,+4.37790916051E+00
4.92230111202E+04,-1.19175322856E-02,-4.72042711299E+01,-4.70371028495E+01,-4.03787943494E+00,-1.76119339718E+02,-8.28678635745E+01,-8.22563687645E+01,+4.37940559134E+00
4.92496372311E+04,-1.51609815103E-02,-4.71496538331E+01,-4.70741956285E+01,-4.04096958369E+00,-1.76130496169E+02,-8.22874934004E+01,-8.19014828356E+01,+4.37617433440E+00
4.92762777449E+04,-1.43431443950E-02,-4.71075003034E+01,-4.71068554981E+01,-4.03894374936E+00,-1.76128104254E+02,-8.12457999474E+01,-8.22872058732E+01,+4.37829210795E+00
4.93029326692E+04,-1.31351674734E-02,-4.70422853517E+01,-4.71154156592E+01,-4.03697205820E+00,-1.76131183776E+02,-8.24690331517E+01,-8.19471209849E+01,+4.38035535883E+00
4.93296020119E+04,-1.39726738076E-02,-4.70302396824E+01,-4.70974774445E+01,-4.03847943751E+00,-1.76169952018E+02,-8.31700137135E+01,-8.21243649901E+01,+4.37877779651E+00
4.93562857809E+04,-1.50765646828E-02,-4.70561766456E+01,-4.71173897375E+01,-4.03499658939E+00,-1.76135714891E+02,-8.19721912736E+01,-8.21660686900E+01,+4.38242462128E+00
4.93829839838E+04,-1.02455334588E-02,-4.69362497462E+01,-4.71409246511E+01,-4.03946831345E+00,-1.76169579623E+02,-8.18073060889E+01,-8.21015803416E+01,+4.37774352990E+00
4.94096966285E+04,-1.54551425305E-02,-4.69811387648E+01,-4.70862335829E+01,-4.03588113203E+00,-1.76148013273E+02,-8.32287942731E+01,-8.19936406182E+01,+4.38149782634E+00
4.94364237229E+04,-1.53137434086E-02,-4.71988074597E+01,-4.70995056503E+01,-4.03791708864E+00,-1.76158116878E+02,-8.32292425035E+01,-8.26368919765E+01,+4.37936618792E+00
4.94631652747E+04,-1.22114882111E-02,-4.69698541543E+01,-4.70800075952E+01,-4.03660717073E+00,-1.76153717525E+02,-8.13799226276E+01,-8.21735106456E+01,+4.38073741562E+00
4.94899212917E+04,-1.28763068268E-02,-4.72836075417E+01,-4.70778707493E+01,-4.03999682069E+00,-1.76179656049E+02,-8.16087512937E+01,-8.24104162813E+01,+4.37719097484E+00
4.95166917819E+04,-1.57938669213E-02,-4.70826718934E+01,-4.70963133687E+01,-4.03437031881E+00,-1.76182289928E+02,-8.19094807063E+01,-8.16339289586E+01,+4.38308105731E+00
4.95434767529E+04,-1.24262417295E-02,-4.73014504663E+01,-4.71655501758E+01,-4.03531612602E+00,-1.76182814013E+02,-8.25215975564E+01,-8.17057453417E+01,+4.38208977350E+00
4.95702762127E+04,-6.25720794686E-03,-4.72154406726E+01,-4.71623873637E+01,-4.03545866631E+00,-1.76187974515E+02,-8.15138362793E+01,-8.17218736558E+01,+4.38194042056E+00
4.95970901691E+04,-1.05569633463E-02,-4.70114563421E+01,-4.71451951388E+01,-4.03813187113E+00,-1.76153233092E+02,-8.13590810561E+01,-8.20039366622E+01,+4.37914143910E+00
4.96239186299E+04,-1.23660912861E-02,-4.70981915605E+01,-4.71225525567E+01,-4.03750096920E+00,-1.76168645466E+02,-8.14276413062E+01,-8.17294833379E+01,+4.37980168538E+00
4.96507616030E+04,-1.78238299374E-02,-4.70217747191E+01,-4.71762742881E+01,-4.03897441216E+00,-1.76180926103E+02,-8.16325347483E+01,-8.19131615487E+01,+4.37826003745E+00
4.96776190961E+04,-1.44558410222E-02,-4.74039117747E+01,-4.71129346327E+01,-4.03522913860E+00,-1.76200612200E+02,-8.24753148029E+01,-8.14576348899E+01,+4.38218092372E+00
4.97044911173E+04,-1.03990343380E-02,-4.71171102994E+01,-4.71702562664E+01,-4.03782725292E+00,-1.76203036546E+02,-8.16974683802E+01,-8.19715047164E+01,+4.37946019942E+00
4.97313776743E+04,-1.57392759747E-02,-4.70952311991E+01,-4.71376394426E+01,-4.03558423496E+00,-1.76170787806E+02,-8.22063298780E+01,-8.15009957306E+01,+4.38180885930E+00
4.97582787750E+04,-1.15918614892E-02,-4.72017815923E+01,-4.71901922792E+01,-4.03522547788E+00,-1.76194072488E+02,-8.19154006207E+01,-8.16967494109E+01,+4.38218475972E+00
4.97851944272E+04,-1.53411221467E-02,-4.69329719371E+01,-4.71940477258E+01,-4.03268498481E+00,-1.76219626301E+02,-8.22658567990E+01,-8.17263811877E+01,+4.38484859920E+00
4.98121246389E+04,-9.48765375853E-03,-4.70966964496E+01,-4.71634081927E+01,-4.03545495958E+00,-1.76197282173E+02,-8.19738040474E+01,-8.18112610318E+01,+4.38194430431E+00
4.98390694179E+04,-1.45809388118E-02,-4.72061209494E+01,-4.71642312056E+01,-4.03298537299E+00,-1.76189533541E+02,-8.17077796117E+01,-8.15938326135E+01,+4.38453344844E+00
4.98660287721E+04,-1.51504817565E-02,-4.71879979297E+01,-4.72373849776E+01,-4.03721330501E+00,-1.76216522949E+02,-8.08661777204E+01,-8.12037702385E+01,+4.38010279906E+00
4.98930027093E+04,-1.33502006923E-02,-4.71840156463E+01,-4.72756010057E+01,-4.03804056342E+00,-1.76226513769E+02,-8.10552794193E+01,-8.14589229895E+01,+4.37923698070E+00
4.99199912375E+04,-1.27313625902E-02,-4.71774312448E+01,-4.72627115436E+01,-4.03318256724E+00,-1.76188606630E+02,-8.14814608468E+01,-8.15730744364E+01,+4.38432658906E+00
4.99469943646E+04,-1.18348489323E-02,-4.70857797079E+01,-4.72061990039E+01,-4.03461357379E+00,-1.76218651779E+02,-8.23286666415E+01,-8.18001415630E+01,+4.38282606088E+00
4.99740120984E+04,-1.05581501010E-02,-4.71778733042E+01,-4.71906168707E+01,-4.03574745475E+00,-1.76211479035E+02,-8.18569787958E+01,-8.13186544245E+01,+4.38163786251E+00
5.00010444469E+04,-1.17981051162E-02,-4.72144647051E+01,-4.72222916860E+01,-4.03404586033E+00,-1.76222400008E+02,-8.08499661816E+01,-8.15383136826E+01,+4.38342122551E+00
5.00280914179E+04,-1.13170167097E-02,-4.72008692688E+01,-4.72760878036E+01,-4.03386494740E+00,-1.76237054377E+02,-8.13022254353E+01,-8.15606925546E+01,+4.38361092211E+00
5.00551530194E+04,-1.03805297599E-02,-4.73068553049E+01,-4.73062502782E+01,-4.03583902164E+00,-1.76222792665E+02,-8.12765477433E+01,-8.13220367655E+01,+4.38154193886E+00
5.00822292593E+04,-1.40037547129E-02,-4.72609026984E+01,-4.72225625215E+01,-4.03429007632E+00,-1.76231688361E+02,-8.14693013733E+01,-8.16397768213E+01,+4.38316517982E+00
5.01093201454E+04,-1.37344885508E-02,-4.74330617435E+01,-4.72729360132E+01,-4.03389148698E+00,-1.76245596692E+02,-8.09284384502E+01,-8.10535447196E+01,+4.38358309290E+00
5.01364256858E+04,-1.01845463625E-02,-4.70936762310E+01,-4.72106671172E+01,-4.03162516106E+00,-1.76229252307E+02,-8.12146599325E+01,-8.14255913490E+01,+4.38596088985E+00
5.01635458884E+04,-1.09955462218E-02,-4.72764125039E+01,-4.72919478322E+01,-4.03109232191E+00,-1.76212796160E+02,-8.12291512557E+01,-8.11312968152E+01,+4.38652033225E+00
5.01906807610E+04,-1.00372101732E-02,-4.73232948750E+01,-4.72934713282E+01,-4.03453993432E+00,-1.76236791895E+02,-8.07535707538E+01,-8.06683714370E+01,+4.38290325148E+00
5.02178303117E+04,-1.38244469802E-02,-4.73758466712E+01,-4.72992559592E+01,-4.03477576685E+00,-1.76261894682E+02,-8.05141894313E+01,-8.12557043615E+01,+4.38265605646E+00
